nombre,tipo,categoria,lat,lng
SubComisaria Godoy Cruz (Fush),police,gobierno_y_serv_publicos,-32.9459856,-68.8591665
Comisaria 45A (Guaymallen),police,gobierno_y_serv_publicos,-32.9072259,-68.8287569
DESTACAMENTO SAN VICENTE,police,gobierno_y_serv_publicos,-32.93285179999999,-68.8546066
CEO,police,gobierno_y_serv_publicos,-32.927983,-68.85239589999999
Comisaria 34A (Godoy Cruz),police,gobierno_y_serv_publicos,-32.918062,-68.85356759999999
Sub-Comisaría Campos,police,gobierno_y_serv_publicos,-32.88501829999999,-68.7921083
COMISARIA 34 ALMIRANTE BROWN,police,gobierno_y_serv_publicos,-32.91808200000001,-68.854074
Comisaria 40A (Godoy Cruz),police,gobierno_y_serv_publicos,-32.94581,-68.8698236
"GENDARMERÍA NACIONAL ARGENTINA ""Agrupación XI Mendoza""",police,gobierno_y_serv_publicos,-32.8954279,-68.829347
Destacamento Etom.,police,gobierno_y_serv_publicos,-32.8950223,-68.8289652
San Jose Commissioner 25,police,gobierno_y_serv_publicos,-32.892631,-68.82484149999999
Comisaria 2a. (Capital),police,gobierno_y_serv_publicos,-32.9022759,-68.84248389999999
Jefatura de Policía Departamental Guaymallén,police,gobierno_y_serv_publicos,-32.8818937,-68.8026387
SubComisaria Maipu (Anterro Argentina),police,gobierno_y_serv_publicos,-32.9501586,-68.80259869999999
COMISARÍA 54,police,gobierno_y_serv_publicos,-32.94123200000001,-68.8041279
SUBCOMISARIA ZONA INDUSTRIAL RODRIGUEZ PEÑA,police,gobierno_y_serv_publicos,-32.9327011,-68.7936912
SUBCOMISARIA GOBERNADOR BENEGAS,police,gobierno_y_serv_publicos,-32.9467424,-68.8407403
Subcria Conde,police,gobierno_y_serv_publicos,-32.90545480000001,-68.7548276
Comisaria 9A (Guaymallen),police,gobierno_y_serv_publicos,-32.9030071,-68.7910381
COMISARIA 44 ° GUAYMALLEN,police,gobierno_y_serv_publicos,-32.904879,-68.80089000000001
PROSECUTOR OFFICE COMMISSIONER 9 No 9,police,gobierno_y_serv_publicos,-32.901167,-68.78846
UNIDAD POLICIAL METRO TRANVIARIA,police,gobierno_y_serv_publicos,-32.9208883,-68.8389183
Comisaría Séptima,police,gobierno_y_serv_publicos,-32.92592,-68.8450199
COMISARÍA 54,police,gobierno_y_serv_publicos,-32.94123200000001,-68.8041279
Comisaria 33A(Capital),police,gobierno_y_serv_publicos,-32.8642197,-68.8659286
Policía Argentina,police,gobierno_y_serv_publicos,-32.900124,-68.8401839
Destacamiento Policial Predio De La Virgen,police,gobierno_y_serv_publicos,-32.8967979,-68.815482
NOTIFICATION OF JUDICIAL POLICE STATION,police,gobierno_y_serv_publicos,-32.9134139,-68.848
DEFENSORIA POLICIAL A.MU.P.PO.L.,police,gobierno_y_serv_publicos,-32.892319,-68.835602
COMISARIA 27,police,gobierno_y_serv_publicos,-32.910458,-68.862831
Comisaria 1ra.,police,gobierno_y_serv_publicos,-32.88495,-68.84289070000001
COMISARIA 50° Cabo PP Post Mortem Rufino Olmedo,police,gobierno_y_serv_publicos,-32.9101185,-68.8734474
Comisaria 5a. (Capital),police,gobierno_y_serv_publicos,-32.8837089,-68.859516
Comisaría 56,police,gobierno_y_serv_publicos,-32.8407604,-68.7734672
SubComisaria Guaymallen (Calle T.Sosa),police,gobierno_y_serv_publicos,-32.8912962,-68.80744229999999
SubComisaria Guaymallen,police,gobierno_y_serv_publicos,-32.8850283,-68.79211029999999
Comisaría 44 - Barrio UNIMEV,police,gobierno_y_serv_publicos,-32.9048898,-68.8007083
JEFATURA DEPARTAMENTAL GODOY CRUZ OESTE,police,gobierno_y_serv_publicos,-32.9361479,-68.872674
SubComisaria Codoy Cruz (Foecyt),police,gobierno_y_serv_publicos,-32.9356349,-68.8733908
Comisaria 1a. (Capital),police,gobierno_y_serv_publicos,-32.8852049,-68.8431859
Circulo De Suboficiales De La Policía Federal,police,gobierno_y_serv_publicos,-32.9006663,-68.8516472
Comisaria 27A (Godoy Cruz),police,gobierno_y_serv_publicos,-32.9098964,-68.8735664
Police Headquarters,police,gobierno_y_serv_publicos,-32.898244,-68.850657
El Círculo Policial de Mendoza,police,gobierno_y_serv_publicos,-32.8986861,-68.8633014
Delegación de Policía Federal de Delitos Federales y Complejos,police,gobierno_y_serv_publicos,-32.88956400000001,-68.8483349
Comisaria 1A(Capital),police,gobierno_y_serv_publicos,-32.889255,-68.835668
Cuerpo Motorizada,police,gobierno_y_serv_publicos,-32.8659018,-68.85885859999999
Subcomisaria (San Martin),police,gobierno_y_serv_publicos,-32.87034670000001,-68.8617575
Comisaria 43A (Las Heras),police,gobierno_y_serv_publicos,-32.8444181,-68.8695322
COMISARÍA DE MENDOZA COMISARÍA No. 43,police,gobierno_y_serv_publicos,-32.8444129,-68.869647
Base Cóndor Ministerio de Seguridad,police,gobierno_y_serv_publicos,-32.86234900000001,-68.872765
Puesto De Control Policia De La UNCuyo,police,gobierno_y_serv_publicos,-32.8818704,-68.8739056
Puesto De Vigia,police,gobierno_y_serv_publicos,-32.8769925,-68.8786648
DESTACAMENTO EL CHALLAO,police,gobierno_y_serv_publicos,-32.856603,-68.887226
Comisaría 31 Pedro Molina,police,gobierno_y_serv_publicos,-32.8813408,-68.8187134
POLICIA DE MENDOZA SECCIONAL 16,police,gobierno_y_serv_publicos,-32.8509729,-68.84039
COMMISSIONER 4. CAPITAL,police,gobierno_y_serv_publicos,-32.87302289999999,-68.8350679
COMISARIA Nº4 de Capital. Oficina Fiscal Nº 13,police,gobierno_y_serv_publicos,-32.87302289999999,-68.8350679
Subcomisaria Agente P.P. Eduardo Sanchez,police,gobierno_y_serv_publicos,-32.8561144,-68.8591813
POLICÍA MONTADA,police,gobierno_y_serv_publicos,-32.864719,-68.8588288
COMISARÍA 57o,police,gobierno_y_serv_publicos,-32.865898,-68.780258
COMISARIA 36 ° Las Heras,police,gobierno_y_serv_publicos,-32.8439941,-68.81964460000002
Pentell Informatica y Rapipago,electronics_store,retail,-32.8583043,-68.8214648
Art Mall - Tienda de Arte,store,retail,-32.8783634,-68.8295431
La Sala de Maridajes,liquor_store,retail,-32.88853,-68.848396
Marquet Cuadros,store,retail,-32.87843780000001,-68.8363428
Pastelaria - Magia En Tortas,bakery,retail,-32.886935,-68.837048
La Casa De Las Tortas De María Alee,bakery,retail,-32.90264080000001,-68.8539509
Todo Rico,bakery,retail,-32.890935,-68.838694
Pasteleria German Die Oma,bakery,retail,-32.89248500000001,-68.852926
BRÖD,bakery,retail,-32.8919039,-68.846625
GRANDFATHER medialunas,bakery,retail,-32.89252430000001,-68.8480931
Bianco & Nero,bakery,retail,-32.892976,-68.8516319
Mauri,bakery,retail,-32.883333,-68.836664
PANIFICADORA CLAUDIA,bakery,retail,-32.8747169,-68.827625
SOPCPAyR de Mendoza,bakery,retail,-32.8767749,-68.8337399
Via Civit,bakery,retail,-32.88784700000001,-68.853436
Nuss Bakery & Confectionery | Suc. fifth Section,bakery,retail,-32.8869003,-68.853526
La Torinesa,bakery,retail,-32.87178,-68.833917
THE NOOK,bakery,retail,-32.883488,-68.857896
Le Petit Patisserie,bakery,retail,-32.883254,-68.858935
MAILHO Ice Cream & Pastries,bakery,retail,-32.8803367,-68.8577446
el SHOPPING DEL PAN,bakery,retail,-32.8660194,-68.8327083
La Pichona,bakery,retail,-32.86483299999999,-68.832328
Ambrosía Cake Factory,bakery,retail,-32.8965155,-68.7852331
CONFITERÍA PROAL,bakery,retail,-32.9354157,-68.8501758
La Negrita,bakery,retail,-32.896872,-68.80351
Mailhó Quinta,bakery,retail,-32.9017721,-68.8570905
Marisa Quiroga Pastelería Creativa,bakery,retail,-32.90875499999999,-68.83479290000001
Panadería Trigal (Suc. Godoy Cruz),bakery,retail,-32.9179249,-68.846752
Panificadora Don Juan,bakery,retail,-32.89198200000001,-68.810529
Tortas divinas tentaciones,bakery,retail,-32.9218965,-68.8556414
DISECO LOGÍSTICA,bakery,retail,-32.89001,-68.81233999999999
La Casa de las Tortas,bakery,retail,-32.8831888,-68.78411369999999
DÜN KEN,bakery,retail,-32.89374599999999,-68.840392
ELISABETH CARAM,bakery,retail,-32.8861298,-68.8333991
NUEVA BALEAR CONFITERIA Y PANADERIA,bakery,retail,-32.887975,-68.836741
Panificadora Candelaria,bakery,retail,-32.9170581,-68.8698051
Buen Dia,bakery,retail,-32.906404,-68.851506
Rayito de Sol,bakery,retail,-32.9096401,-68.8619224
La Continental,bakery,retail,-32.894203,-68.84535
Mailhó Villa Nueva,bakery,retail,-32.905542,-68.798441
Panhel,bakery,retail,-32.94064799999999,-68.803895
Confiteria Proal de Productos Alimenticios SRL,bakery,retail,-32.9354557,-68.8502804
Pasta Factory 'Ancona,bakery,retail,-32.9461281,-68.84977649999999
CON ELE SRL Moños y Cintas para Regalos,bakery,retail,-32.909196,-68.834345
Panadería Trigal (Suc. Dorrego),bakery,retail,-32.9001194,-68.8268137
PANIFICADORA La Abadía,bakery,retail,-32.9379362,-68.8435587
Nueva Tucumán - Confitería & Panadería,bakery,retail,-32.907682,-68.84781699999999
La Nueva Imperial,bakery,retail,-32.896741,-68.7861439
Chitza - Colfe SRL Materias Primas para Panificación,bakery,retail,-32.93171,-68.823899
Dancona Pastas,bakery,retail,-32.919421,-68.847262
PANADERIA NUEVA TUCUMAN,bakery,retail,-32.9098905,-68.7915311
Espiga Mágica,bakery,retail,-32.904794,-68.781588
Olive Almacén Celíaco,bakery,retail,-32.9397071,-68.8415417
MyN Reposteria,bakery,retail,-32.91414280000001,-68.8153707
Las Alsina,bakery,retail,-32.9020362,-68.8556021
Mailhó Fábrica,bakery,retail,-32.928442,-68.837501
Candeal Panificacion,bakery,retail,-32.8797674,-68.8109913
El Maestro de la 9,bakery,retail,-32.9187603,-68.8352776
Panaderia la Estrella,bakery,retail,-32.9467252,-68.790371
Panadería & Pastelería Bakery,bakery,retail,-32.94849599999999,-68.7943505
KOfKE,bakery,retail,-32.9480367,-68.7958669
MINIMARKET D'todo,convenience_store,retail,-32.9510982,-68.7844013
DESPENSA Modelo,bakery,retail,-32.9517088,-68.7860626
DESPENSA NONO LUIS,bakery,retail,-32.9509305,-68.7889017
Hidalgo Pan,bakery,retail,-32.9476446,-68.80098939999999
PANADERÍA Bet Lejem,bakery,retail,-32.95041599999999,-68.805312
Pastas Imperio,bakery,retail,-32.9482239,-68.808157
3 bb,bakery,retail,-32.9445906,-68.8053015
PUNTO CHOCOLATE,bakery,retail,-32.93923710000001,-68.80283179999999
Confectionery Panificadora Rico Pan,bakery,retail,-32.94043800000001,-68.858249
Despensa Pan y Queso,bakery,retail,-32.9387806,-68.8502189
PANADERIA Y CONFTERIA Independencia,bakery,retail,-32.9377384,-68.8472008
ILPANIFICIO,bakery,retail,-32.9388861,-68.8396994
Antonio H Gamero,bakery,retail,-32.9411016,-68.8328581
PANADERIA CONFITERIA GLORIA,bakery,retail,-32.937805,-68.855504
PANADERÍA Y CONFITERÍA La Nena,bakery,retail,-32.9378956,-68.8588754
Mis Pirulos,bakery,retail,-32.9368546,-68.8506499
Croissant,bakery,retail,-32.9404147,-68.8325582
REPOSTERIA Y COTILLON ''La Fiesta'',bakery,retail,-32.9398456,-68.8336853
PANADERIA DULCE ABY,bakery,retail,-32.936834,-68.84549
Limon Glace,bakery,retail,-32.94041900000001,-68.832072
Kukyna Cakes,bakery,retail,-32.9469498,-68.8211566
MULTIMARKET,convenience_store,retail,-32.9365088,-68.832748
REPOSTERIA Y COTILLON La fiesta,bakery,retail,-32.943016,-68.821028
Mis Chiquitas,convenience_store,retail,-32.9521987,-68.8456228
KIOSCO LA ESQUINA,bakery,retail,-32.950873,-68.85381199999999
La Cava minimarket,convenience_store,retail,-32.95048600000001,-68.8548869
Virgen de la Carrodilla,bakery,retail,-32.9502192,-68.8447025
Mailhó Panamericana,bakery,retail,-32.949929,-68.8547516
Sabores PANADERIA & DESPENSA,convenience_store,retail,-32.949611,-68.8544919
Panaderia Despensa Amanecer,bakery,retail,-32.9472221,-68.8474544
Panaderia y Confiteria Amanecer,bakery,retail,-32.9471473,-68.8473836
Home Made,bakery,retail,-32.94584930000001,-68.8490568
PANADERIA CONFITERIA Lago Hermoso,bakery,retail,-32.946843,-68.862483
"PANIFICADORA ""ALEM""",bakery,retail,-32.94455300000001,-68.837453
Las 3 B,bakery,retail,-32.945228,-68.8345559
MIMI TORTAS,bakery,retail,-32.94068,-68.8480479
EL SOL CONFITERIA,bakery,retail,-32.940326,-68.849813
"""EL SOL"" CONFITERÍA Y PANADERÍA",bakery,retail,-32.940294,-68.849901
Cervantes PANIFICADOS & PASTAS,bakery,retail,-32.931627,-68.839101
''MIKA'',bakery,retail,-32.942366,-68.8213416
''MIKA'',bakery,retail,-32.942366,-68.8213416
mil delicias,bakery,retail,-32.9431064,-68.8178452
La Ideal Panaderia y Confiteria,bakery,retail,-32.8967829,-68.7861786
Panaderia Santa Ana,bakery,retail,-32.8987914,-68.7916705
EL NIHUIL PANADERÍA Y CONFITERIA,bakery,retail,-32.90431879999999,-68.8004095
MINIMARKET Leandro,bakery,retail,-32.895917,-68.78327990000001
Mil Hoja's,bakery,retail,-32.903731,-68.8020789
La Pastelería,bakery,retail,-32.9150799,-68.81161
Bread of sugar,bakery,retail,-32.903134,-68.803685
"""Los Nietos""",bakery,retail,-32.894148,-68.788404
Panadería Stella Maris,bakery,retail,-32.8960118,-68.79567469999999
EL BUNKER MINIMARKET,bakery,retail,-32.9027489,-68.80603889999999
Dulce Valentino,bakery,retail,-32.896781,-68.798704
Dulce Caramelo,bakery,retail,-32.911608,-68.801701
Sol Naciente,bakery,retail,-32.8993309,-68.7835719
Fiochetta,bakery,retail,-32.8986809,-68.7873429
Virgen del Valle,bakery,retail,-32.9077913,-68.8024909
Despensa A lo Verde,convenience_store,retail,-32.8966799,-68.783712
Panificadora Santa Ana,bakery,retail,-32.899646,-68.792152
CONFITERÍA Mil Hojas mil tentaciones,bakery,retail,-32.8969049,-68.785592
Los Abuelos,bakery,retail,-32.9037742,-68.8027923
GRANDFATHER medialunas,bakery,retail,-32.9127193,-68.7766579
Suspiros,bakery,retail,-32.9110937,-68.7934296
Sugar Salt and pepper,bakery,retail,-32.915467,-68.798306
Tentaciones Panadería y Confitería,bakery,retail,-32.9142143,-68.7978086
PANADERIA Y CONFITERIA CRISTIAN,bakery,retail,-32.9364611,-68.8009709
Bon Pan,bakery,retail,-32.903936,-68.7888019
Los 7 Hermanos Panaderia Y Confiteria,bakery,retail,-32.9010388,-68.7795162
Panificadora CORAZÓN DE JESÚS,bakery,retail,-32.90214700000001,-68.785229
Panadería Re Gato,bakery,retail,-32.90444549999999,-68.7693932
Las Palmeras,bakery,retail,-32.9083525,-68.81491869999999
Las Palmeras 🌴🌴,bakery,retail,-32.9083525,-68.81491869999999
La Española,bakery,retail,-32.92769089999999,-68.845654
Panadería,bakery,retail,-32.924237,-68.8460686
PANADERÍA EL PILAR,bakery,retail,-32.926648,-68.844312
"Panaderia y Confiteria "" Mis Princesas""",bakery,retail,-32.9238732,-68.8542872
Xocolate,bakery,retail,-32.9297756,-68.84497069999999
Pastelería de alta gama Xocolatl,bakery,retail,-32.92984300000001,-68.844944
Rico Pan,bakery,retail,-32.9285918,-68.8433869
Sol de Mayo,bakery,retail,-32.9221829,-68.8440849
Santa Rosa Pastas Artesanales,bakery,retail,-32.926889,-68.858594
CARNE ARGENTINA,bakery,retail,-32.9284819,-68.85889
Panadería Confitería Tentación de Sandez Estefania,bakery,retail,-32.923788,-68.859241
La Vene,bakery,retail,-32.9178066,-68.84633409999999
PANIFICADORA 4 ESPIGAS,bakery,retail,-32.92371990000001,-68.8604369
Cositas Ricas PasteLeRia ARtesaNaL,bakery,retail,-32.917014,-68.85515
PANADERIA La Consulta,bakery,retail,-32.9259983,-68.8369883
Pan y Pimienta,bakery,retail,-32.9184145,-68.8401461
Corazón Trufado Tortas,bakery,retail,-32.922766,-68.862233
Panadería Maluf,bakery,retail,-32.91857109999999,-68.859749
Mecado Bres,bakery,retail,-32.9280718,-68.8499362
SHARAK VINOTECA,bakery,retail,-32.925664,-68.8463359
CRISTAL,bakery,retail,-32.92917799999999,-68.848467
El Camino,bakery,retail,-32.93392,-68.825608
Formaggio,bakery,retail,-32.933912,-68.825608
PANADERÍA RODRÍGUEZ PEÑA,bakery,retail,-32.92672289999999,-68.821472
MANUCHI,bakery,retail,-32.9266049,-68.829893
Panificadora Maipú,bakery,retail,-32.9352466,-68.8480447
Panaderia SAO,bakery,retail,-32.9368973,-68.8736665
AUTOSERVICIO COSMA,bakery,retail,-32.9217257,-68.82600699999999
PANADERÍA Y CONFITERÍA Cacho,convenience_store,retail,-32.921675,-68.82608359999999
DORREGO SUR SANDWICH,bakery,retail,-32.919862,-68.835639
Panadería Trigal (Suc. La Barraca),bakery,retail,-32.9145259,-68.821547
Panadería Confitería Remedios de Escalada,bakery,retail,-32.9150209,-68.8342057
"Minimarket ""el Kiosko""",bakery,retail,-32.91292499999999,-68.819349
Sobre la Roca MINIMARKET,convenience_store,retail,-32.9174809,-68.860477
Panadería Peter Pan,bakery,retail,-32.918531,-68.861824
FOTOCOPIAS LIBERIA CAROLINA,book_store,retail,-32.9161099,-68.859208
El Shaddai,convenience_store,retail,-32.9162929,-68.860613
Panaderia MiPau,bakery,retail,-32.91900399999999,-68.875812
MIGAS,bakery,retail,-32.9123541,-68.8770162
Espiga de Plata,bakery,retail,-32.905124,-68.83160300000002
La Chiquita,bakery,retail,-32.9142715,-68.8363444
Panaderia Belen,bakery,retail,-32.90293310000001,-68.82889709999999
"Distribuidora ""Don Justo""",bakery,retail,-32.9043366,-68.8330381
"Autoservicio ""Nadal""",bakery,retail,-32.90884459999999,-68.83701429999999
Te Va Gustar,convenience_store,retail,-32.9045487,-68.8352948
La Casa de las Tartas,bakery,retail,-32.90010900000001,-68.8252689
LePan Panaderia y Pasteleria,bakery,retail,-32.9092478,-68.83936539999999
Confiteria La Princesa,bakery,retail,-32.90102700000001,-68.83142699999999
AUTO SERVICIO JACK SPARROW,bakery,retail,-32.9005834,-68.8180648
Panaderia -Confitería -Cafetería La Fortuna,bakery,retail,-32.899938,-68.829303
Panadería La Pirámide,bakery,retail,-32.902535,-68.813718
il Forno,bakery,retail,-32.9005859,-68.816028
CUATRO HERMANOS,bakery,retail,-32.91085619999999,-68.82598469999999
Battel,bakery,retail,-32.9105943,-68.8295018
Ami,bakery,retail,-32.9103354,-68.82948429999999
Ami,bakery,retail,-32.9103354,-68.82948429999999
PANADERÍA El Buen Gusto,bakery,retail,-32.9125089,-68.8179014
Casa del Pan,bakery,retail,-32.90795,-68.8276058
Rey Panificación Casera,bakery,retail,-32.91099610000001,-68.8330631
Panadería La Morena,bakery,retail,-32.9090091,-68.8324468
Panadería Artesanal Suárez,bakery,retail,-32.9089782,-68.8324311
Churros Vía Vai's,bakery,retail,-32.9091086,-68.8332674
Colonial PANIFICADORA Y CONFITERIA,bakery,retail,-32.90284089999999,-68.860254
El Orejano,bakery,retail,-32.9002334,-68.8572978
Panadería Onofre,bakery,retail,-32.9146859,-68.860083
Fiambrería Campo Argentino,bakery,retail,-32.90896900000001,-68.860359
Dolce Paula,bakery,retail,-32.9028747,-68.8437103
Dona Bombal,bakery,retail,-32.9018429,-68.8449479
Pastelería Muy Pastel,bakery,retail,-32.9018032,-68.84370489999999
pa tí pa mí,bakery,retail,-32.9019745,-68.8422676
El Campito de Nos,convenience_store,retail,-32.903945,-68.838773
PANIFICADORA El Angel,bakery,retail,-32.90358,-68.860094
Manitas Dulces,bakery,retail,-32.91201400000001,-68.8452849
La Primavera,bakery,retail,-32.90750600000001,-68.85005
Cake In Box,bakery,retail,-32.9052215,-68.8460929
Panaderia y Confitería Crocante,bakery,retail,-32.90602699999999,-68.84371290000001
K'WiQUi MART,bakery,retail,-32.906769,-68.84241
Panadería y Confitería Las 3 Espigas,bakery,retail,-32.911358,-68.8745139
Panadería y Confitería Las 3 Espigas,bakery,retail,-32.911358,-68.8745139
Panadería y Confitería Las 3 Espigas,bakery,retail,-32.911358,-68.8745139
PANADERÍA San Remo,bakery,retail,-32.912008,-68.872547
Sueños Dulces Pastelería Artesanal,bakery,retail,-32.9077012,-68.8756659
La Hispana,bakery,retail,-32.9067549,-68.8703153
"PANADERIA Y CONFITERIA ""ESTRELLITA""",bakery,retail,-32.9040286,-68.8738391
Armando M San Vicente,bakery,retail,-32.9047579,-68.8645221
La Panetteria,bakery,retail,-32.842918,-68.8712999
Dulce Paladar,bakery,retail,-32.8668185,-68.87689329999999
MiPau Panaderia,bakery,retail,-32.871309,-68.8816011
Nüss Panadería y Pastelería | Suc. Dalvian,bakery,retail,-32.873961,-68.883361
"La Casa de las Tortas, de Maria Alejandra",bakery,retail,-32.8637997,-68.8326731
La Primavera,bakery,retail,-32.86582900000001,-68.838146
Buenos Aires Bakery,bakery,retail,-32.84821899999999,-68.8462069
Tortas & Delicias,bakery,retail,-32.855982,-68.832662
Panaderia San Miguel,bakery,retail,-32.850212,-68.834482
Masitas Panadería Café Ciber,bakery,retail,-32.86849600000001,-68.847021
San Nicolás,bakery,retail,-32.85673089999999,-68.841891
EL PLUMERILLO,bakery,retail,-32.842154,-68.82432500000002
Ginestar,bakery,retail,-32.8919866,-68.802275
tg todo galletas,bakery,retail,-32.891943,-68.804621
Sweett Art,bakery,retail,-32.8831904,-68.8084319
Mi Pasteleria,bakery,retail,-32.8642828,-68.74945509999999
DULCINEA repostera,bakery,retail,-32.8695136,-68.8043446
El Aviador Pasteleria,bakery,retail,-32.8945615,-68.8120672
Panaderia Keli,bakery,retail,-32.8779121,-68.8122319
Bagley,bakery,retail,-32.8851867,-68.813566
AL-MA,bakery,retail,-32.8741881,-68.811127
Minimarket La Cuadra,bakery,retail,-32.8829615,-68.8136538
La Esquina,bakery,retail,-32.8940879,-68.813413
Torterisima Expotortas,bakery,retail,-32.8984189,-68.811869
Panadería Luky Pan,bakery,retail,-32.879168,-68.813675
ROTISERIA ALEXIS,bakery,retail,-32.870689,-68.779766
Especiality PANIFICADOS,bakery,retail,-32.8709389,-68.7807646
Don Juan,bakery,retail,-32.86947140000001,-68.7803381
Panadería Manuel A. Sáez,bakery,retail,-32.8825615,-68.7954717
Granja Maná,bakery,retail,-32.8814421,-68.7971458
panaderia pan caliente,bakery,retail,-32.8655524,-68.77958939999999
Los Más Ricos Pastelería,bakery,retail,-32.8895874,-68.7992658
Panaderia Trisol,bakery,retail,-32.8928309,-68.7985097
HADAS,convenience_store,retail,-32.867121,-68.7875339
Panificadora La Celeste,bakery,retail,-32.882916,-68.801816
Apolo XI,bakery,retail,-32.8838629,-68.80215849999999
Panificadora Mabel,bakery,retail,-32.8827118,-68.784217
Croissant,bakery,retail,-32.8857666,-68.7859673
Panaderia Dos Espigas,bakery,retail,-32.8899005,-68.78795149999999
El Genio de las Tortas,bakery,retail,-32.8750365,-68.7821147
Distribuciones Encinas,bakery,retail,-32.8988914,-68.8129474
Despensa Mabel,bakery,retail,-32.8832407,-68.8146503
Toska Estudio,bakery,retail,-32.8849206,-68.8157615
Panadería Luky Pan,bakery,retail,-32.879168,-68.813675
Desayunarte Mendoza,bakery,retail,-32.86502,-68.808579
Lerida,bakery,retail,-32.8911873,-68.82989590000001
PANIFICADOS Independencia S.A.,bakery,retail,-32.88450289999999,-68.849135
La Veneciana (La Vene),bakery,retail,-32.8841282,-68.85093309999999
Panificadora Perú,bakery,retail,-32.884855,-68.847071
Brillat Savarin,bakery,retail,-32.8839095,-68.850754
La Brioche,bakery,retail,-32.8840639,-68.8514359
Essenza Pasteleria,bakery,retail,-32.8890953,-68.8496517
Il Pranzo,bakery,retail,-32.88574200000001,-68.8448627
Chocolatería Pastelería Pedro Díaz,bakery,retail,-32.890732,-68.847245
Battel PASTELERIA ARTESANAL,bakery,retail,-32.882643,-68.85408
SUPER Cotillón,bakery,retail,-32.88917389999999,-68.8179304
Confintería y Panadería Ke-Pan,bakery,retail,-32.8891581,-68.8179372
Panadería Garibaldi,bakery,retail,-32.8910653,-68.8339889
PANADERIA LA CATALANA,bakery,retail,-32.89118299999999,-68.834604
Panaderia Couquetun,bakery,retail,-32.897581,-68.838691
Las Marias,bakery,retail,-32.898085,-68.839043
DULCE TENTACIÓN,bakery,retail,-32.888115,-68.8178779
Tu Panadería,bakery,retail,-32.8897599,-68.83490789999999
Panaderia y Confiteria Ramy,bakery,retail,-32.8915046,-68.818697
Lerida,bakery,retail,-32.8911873,-68.82989590000001
PANADERÍA & PASTELERÍA Melín,bakery,retail,-32.889098,-68.820831
PANADERÍA & PASTELERÍA Melín,bakery,retail,-32.889098,-68.820831
FABRICANTE DE ALFAJORES Y GALLETAS AN-BI S.A.,bakery,retail,-32.8892615,-68.8199776
Galletitas DUCIDA,bakery,retail,-32.88913900000001,-68.8197291
Panadería y Rotisería Los Peques,convenience_store,retail,-32.8890983,-68.819462
Stilo,bakery,retail,-32.8957909,-68.837018
PANADERÍA CONFITERÍA NUEVA SAN JOSÉ,bakery,retail,-32.8891789,-68.8186917
PANADERÍA Y CONFITERÍA Dolce,bakery,retail,-32.89237300000001,-68.825237
PAN PAN,bakery,retail,-32.895119,-68.83119590000001
Masitas,bakery,retail,-32.8998977,-68.83442579999999
PANADERÍA Y CONFITERÍA ''CENTRO'',bakery,retail,-32.8924419,-68.818764
"PANADERIA ""Alberdi""",bakery,retail,-32.89175,-68.828339
"MERCADO ""Delicias Del Campo""",bakery,retail,-32.8922156,-68.81898509999999
Panadería La Auténtica,bakery,retail,-32.892475,-68.81843100000002
Panadería Trigal (Suc. Av. España),bakery,retail,-32.8914218,-68.8423373
PANADERIA Y CONFITERIA PARIS,bakery,retail,-32.8919401,-68.84117189999999
Ketzal Sandwichs,bakery,retail,-32.89018300000001,-68.8440498
La Veneciana,bakery,retail,-32.8930159,-68.8398079
Trigal,bakery,retail,-32.892617,-68.859003
Panadería Trigal (Suc. Espejo),bakery,retail,-32.8889617,-68.8419822
Trigal Almacén Gourmet,bakery,retail,-32.888842,-68.842196
Mil Hojas,bakery,retail,-32.889759,-68.83775500000002
Panaderia Trigal (Suc. Colon),bakery,retail,-32.894044,-68.8461569
MEZZALUNA PANADERIA Y PASTELERIA,bakery,retail,-32.8930046,-68.8493553
Panadería Perú,bakery,retail,-32.89298669999999,-68.8492543
La Parra,bakery,retail,-32.8944044,-68.8553732
P & M,bakery,retail,-32.8942488,-68.8433762
P & M,bakery,retail,-32.8942488,-68.8433762
EL RICO PAN,bakery,retail,-32.89131699999999,-68.846474
Dulce Boutique,bakery,retail,-32.89946200000001,-68.8599603
Un toque de dulzura Su panadería,bakery,retail,-32.8924307,-68.8417261
Mil Hojas,bakery,retail,-32.8960488,-68.8464406
"Antojitos, Dulces y mas",bakery,retail,-32.89693700000001,-68.843902
Butter Cream,bakery,retail,-32.8958617,-68.8446775
"Panadería ""Elena""",bakery,retail,-32.8831149,-68.815709
Panadería Molina,bakery,retail,-32.8794155,-68.8194409
Panificadora Sergio,bakery,retail,-32.878856,-68.83073
PORTAL DEL SOL - PORTAL DE CUYO,bakery,retail,-32.879756,-68.833371
Fiambrería FERRARIS,bakery,retail,-32.88601,-68.8365769
Panadería Crocante,bakery,retail,-32.8820982,-68.837175
Minipan,bakery,retail,-32.8732029,-68.8253709
Tresmayino m.r.,bakery,retail,-32.8818009,-68.827045
panadería y confitería TUTI LOS SABORES,bakery,retail,-32.882921999999994,-68.819599
Productos Arco Iris,bakery,retail,-32.881375,-68.81970299999999
Panadería y Confitería ''Rivadavia'',bakery,retail,-32.8813858,-68.81891080000001
Un Nuevo Sol,bakery,retail,-32.885278,-68.816428
''San Antonio de Padua'',bakery,retail,-32.879387,-68.82499
''San Antonio de Padua'',bakery,retail,-32.879387,-68.82499
